,text,star,Corrected_scent,app_id,reviewDate
1704,Best app,5,Best app.,com.transsion.phoenix,18/03/21
1705,❤️❤️❤️❤️❤️❤️❤️❤️,1,,com.transsion.phoenix,18/03/21
1706,Is aap se sabhi video ko download kiya ja sakta hai cricket nahin hota hai browser mast browser.,4,Is aap se sabhi video ko download kiya ja sakta hai cricket nahin hota hai browser mast browser.,com.transsion.phoenix,18/03/21
1707,Fast enough but closer to goes error when connection become slow.,3,Fast enough but closer to goes error when connection become slow.,com.transsion.phoenix,18/03/21
1708,"The app has a lot of nude photos and vvideos,I don't like this",2,"The app has a lot of nude photos and vvideos,I don't like this.",com.transsion.phoenix,18/03/21
1709,there still room for improvement but ur speed amazes me,4,"There still room for improvement, but Ur speed amazes me.",com.transsion.phoenix,18/03/21
1710,I'm a singer,5,I'm a singer.,com.transsion.phoenix,18/03/21
1711,To learn with the app,2,To learn with the app.,com.transsion.phoenix,18/03/21
1712,So nice,3,So nice.,com.transsion.phoenix,18/03/21
1713,nice app,1,nice app.,com.transsion.phoenix,18/03/21
1714,very good app easy to use,5,Very good app easy to use.,com.transsion.phoenix,18/03/21
1715,Best app in ratdiya boy,5,Best app in Ratdiya boy.,com.transsion.phoenix,18/03/21
1716,Keep it up,5,Keep it up.,com.transsion.phoenix,18/03/21
1717,Good,5,Good,com.transsion.phoenix,18/03/21
1718,Good,5,Good,com.transsion.phoenix,18/03/21
1719,Good to use,5,Good to use.,com.transsion.phoenix,18/03/21
1720,"M . . .,,,",2,M...............................................................................................................................,com.transsion.phoenix,18/03/21
1721,Great,5,Great.,com.transsion.phoenix,18/03/21
1722,good app,5,Good app.,com.transsion.phoenix,18/03/21
1723,Cf3E3😙🤓,2,Cf3E3,com.transsion.phoenix,18/03/21
1724,Ozil,5,Ozil,com.transsion.phoenix,18/03/21
1725,Good,5,Good,com.transsion.phoenix,18/03/21
1726,Grt xprience,4,Grt. xprience.,com.transsion.phoenix,18/03/21
1727,Great,4,Great.,com.transsion.phoenix,18/03/21
1728,I 👍👍👍👍,3,I,com.transsion.phoenix,18/03/21
1729,Awesome,5,Awesome.,com.transsion.phoenix,18/03/21
1730,Very nice,5,Very nice.,com.transsion.phoenix,18/03/21
1731,njash thebou,5,njash thebou,com.transsion.phoenix,18/03/21
1732,Some shares ex.Urja Globle etc...are why not buy in this app?,4,Some shares ex.Urja Globle etc...are why not buy in this app?,in.upstox.pro,18/03/21
1733,WH!!!!,5,WH!!!!,in.upstox.pro,18/03/21
1734,Really good app stock.User friendly & I am too much satisfied.,5,"Really good app stock,User friendly, &&i am too much satisfied.",in.upstox.pro,18/03/21
1735,I want to delete my account but they won't permit me fraud app,1,"I want to delete my account, but they won't permit me fraud app.",in.upstox.pro,18/03/21
1736,Ever best app for trad and earn,5,Ever best app for trade and earn.,in.upstox.pro,18/03/21
1737,Very good app for ref put EW4833 u will get bonus or free shares,5,Very good app for ref put EW4833 u will get bonus or free shares.,in.upstox.pro,18/03/21
1738,Nice and user friendly app as per my experience for last few months. Will rate again after going through full functiinality.,5,Nice and user friendly app as per my experience for last few months. Will rate again after going through full functiality.,in.upstox.pro,18/03/21
1739,1. Frequent login is required 2. Separate login for IPO and mutual funds required which is quite irritating,1,"1) Frequent login is required 2) Separate login for IPO and mutual funds required, which is quite irritating.",in.upstox.pro,18/03/21
1740,Nice,5,Nice.,in.upstox.pro,18/03/21
1741,easy to use,5,easy to use.,in.upstox.pro,18/03/21
1742,Stuck while we minimise and reopen the app getting tired each and every time close app and login to trade,2,Stuck while we minimise and open the app getting tired each and every time close app and login to trade.,in.upstox.pro,18/03/21
1743,Overall good Sometimes my wishlist get deleted automatically.and rsm blocked,4,"Overall good, sometimes my wishlist get deleted automatically, and rsmm blocked.",in.upstox.pro,18/03/21
1744,Easy to access asn easily understandable,4,Easy to access asn easily understandable.,in.upstox.pro,18/03/21
1745,Good,4,Good,in.upstox.pro,18/03/21
1746,fed up while opening account connected with digilocker then stuck on aadhaar manual upload screen. It took 5min to open demat account with groww after 1day waste in upstox just for account opening. As reviews suggest Im lucky not to open demat with upstox.,1,"fed up while opening account connected with digilocker then stuck on aaadhaar manual upload screen. It took 5min to open matte account with groww after 1day waste in upstox, just for account opening. As reviews suggest, I'm lucky not to open matte with upstox.",in.upstox.pro,18/03/21
1747,V good app and servives,5,V good app and servives.,in.upstox.pro,18/03/21
1748,Very Good trading App,4,Very good trading app.,in.upstox.pro,18/03/21
1749,"I had my Worst experience with upstox while opening a 3 in 1 ACC with indusind bank, it isn't accepting the UPI payment for the first time fund transfer. I don't think I'm gonna open a acc in upstox. But i think there are many people who are enable make a payment plz fix it.",1,I had my Worst experience with upstox while opening a 3' in (1 acc) withdusind bank. It isn't accepting the UPI payment for the first time fund transfer. I don't think I'm going open a acc in upstox. But I think there are many people who are enable make a payment plz.,in.upstox.pro,18/03/21
1750,Very bad experience. I always see share price variance in mobile app and web version. Second biggest issue is delay in alert notification. What is the use of alerts when there is delay in notification. I am about to close my holding very soon and planning to quit this app.,1,Very bad experience. I always see share price variance in mobile app and web version. Second biggest issue is delay in alert notification. What is the use of alerts when there is delay in notification? I am about to close my holding very soon and planning to quit this app.,in.upstox.pro,18/03/21
1751,Most easy and usefull app.,5,Most easy and useful app.,in.upstox.pro,18/03/21
1752,"Worst version of upstox pro i have ever used,i have to login in every 5 minutes, disgusting!!!!",1,"Worst version of upstox pro i have ever used, i have to login in every 5 minutes, disgusting!!!!",in.upstox.pro,18/03/21
1753,"Upstox मे ucc 👉K B 0 5 2 2 डाले & bonus पाये। Thanks to the team!!! Congratulations you guys who really made an app which is so easy to use, edit, apply affects, save and share. What else? And the best part is without spending a single pie. Though I will certainly plan to upgrade for a pro version because I am in full confident after using trial version or free version of this video editorial app and that encourages me to go to a pro level by purchasing its pro version. Thanks again team VideoS",5,Upstox  ucc k b 0 -5 -2  & + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + +,in.upstox.pro,18/03/21
1754,Good,5,Good,in.upstox.pro,18/03/21
1755,Today I got call back from Divya siddapura I really thank Divya madam for solving my number of queries 5. I was waiting some response from upstox today I got. I had decided to give up ub stock account. In the last week I tried on upstox mobile app to contact the helpline I could not get any reply. I mailed to the customer care up stocks today I got call from Divya madam so now I will continue with upstox,5,Today I got call back from Divya siddapura i really thank Divya madam for solving my number of queries 5. I was waiting some response from upstox today I got. I had decided to give up ub stock account. In the last week I tried on upstox mobile app to contact the helpline. I could not get any reply. I sent to the customer care up stocks today. I got call from Divya madam so now I will continue with upstox.,in.upstox.pro,18/03/21
1756,Very good app,5,Very good app.,in.upstox.pro,18/03/21
1757,nice app,5,nice app.,in.upstox.pro,18/03/21
1758,Application is best for use and customer service is also best,5,"Application is best for use, and customer service is also best.",in.upstox.pro,18/03/21
1759,Very easy to use,5,Very easy to use.,in.upstox.pro,18/03/21
1760,Changing from 1 star to 3 star because it's improving,3,changing from 1 star to 3 star because it's improving,in.upstox.pro,18/03/21
1761,Not good but okay,5,Not good but okay.,in.upstox.pro,18/03/21
1762,I can't understand a single bit of this app. And I am unable to open this app. Help me to close my account,1,"I can't understand a single bit of this app, and I am unable to open this app. Help me to close my account.",in.upstox.pro,18/03/21
1763,"Upstox मे कोड 👉K B 0 5 2 2 डाले & bonus पाये। Really, amazing! I love this app. Hiwever they could do better with their selection of anime and they could better keep up with updates to shows instead of waiting almost a year after a show goes off the air to release the 1st 10 episodes of a show with ovet 100 episodes. Also id just like to pint out that on one punch man the preview is english dubbed but all the episodes in the show are japanese only. Serioualy guys. What the hell is the point???",5,"Upstox    k b 0 -5 -2           k b 0 -5 -2                              k, k,  k, k b 0, 5 -2    & bonus  Really, Amazing!! I love this app. Hiwver they could do better with their selection of anime, and they could better keep up with updates to shows instead of waiting almost a year after a show goes off the air to release the 1st (10 episodes) of a show with ovet 100 episodes. Also i'd just like to pint out that on one punch man the preview is english-dubbed, but all the episodes in the show are Japanese only. Seriou",in.upstox.pro,18/03/21
1764,Good,3,Good,in.upstox.pro,18/03/21
1765,this worst app i have seen ever . I cant add funds in this app . The service is worst,1,"This worst app, i have seen ever...................................................",in.upstox.pro,18/03/21
1766,Very helpful for trading,5,Very helpful for trading.,in.upstox.pro,18/03/21
1767,Nice app good features,5,Nice app good features.,in.upstox.pro,18/03/21
1768,Amazing app to trade in stocks.,5,Amazing app to trade in stocks.,in.upstox.pro,18/03/21
1769,Hi iam zubair hussain.and iam using this app last 1 year and I was earned money with this app.one thing about this app all are operating easy .but some time app are stuck and slow,5,"Hi, I'm Zubair Hussain, and I'm using this app last 1 year, and I was earned money with this app. One thing about this app all are operating easy.",in.upstox.pro,18/03/21
1770,Good app. Improved a lot since last month,4,Good app.,in.upstox.pro,18/03/21
1771,User-friendly Chart analysis is easy and good,5,User-friendly chart analysis is easy and good.,in.upstox.pro,18/03/21
1772,This application is very good for stocks exchange,5,This application is very good for stocks exchange.,in.upstox.pro,18/03/21
1773,I trust this app,5,I trust this app.,in.upstox.pro,18/03/21
1774,Best broker for new traders,5,Best broker for new traders.,in.upstox.pro,18/03/21
1775,Good Platform,4,Good Platform,in.upstox.pro,18/03/21
1776,Need trading view charts,4,Need Trading View charts,in.upstox.pro,18/03/21
1777,Good,5,Good,in.upstox.pro,18/03/21
1778,Very good,5,Very good.,in.upstox.pro,18/03/21
1779,User friendly,5,User friendly.,in.upstox.pro,18/03/21
1780,Good aap Satisfied with user interface and customer support.,5,Good aap satisfied with user interface and customer support.,in.upstox.pro,18/03/21
1781,Good,5,Good,in.upstox.pro,18/03/21
1782,Good app,5,Good app.,in.upstox.pro,18/03/21
1783,Nice app,5,Nice app.,in.upstox.pro,18/03/21
1784,"Very slow response. Not able to upload photos and location share, digital locker link not working for adhar verification.stock update slow response while trading. Pethatic in first view, every penny worth while you trading. Think before u invest such kind of slow application. Call center people asking to do registration through website then what is the need of this slow app 👎",1,"Very slow response. Not able to upload photos and location share, digital locker link not working for advar verification.stock update slow response while trading. Pethatic in first view, every penny worth while you trading. Think before u invest such kind of slow application. Call center people asking to do registration through website. Now what is the need of this slow app?",in.upstox.pro,18/03/21
1785,Excellent,5,Excellent.,in.upstox.pro,18/03/21
1786,It is one of the best trading app for beginners...,5,It is one of the best trading app for beginners...,in.upstox.pro,18/03/21
1787,Very good work,4,Very good work.,in.upstox.pro,18/03/21
1788,Good,5,Good,in.upstox.pro,18/03/21
1789,Good,5,Good,in.upstox.pro,18/03/21
1790,Good,5,Good,in.upstox.pro,18/03/21
1791,The application UI is very much advance.chart and live data are easily accessible. Thanks for upstox team.,5,The application UI is very advance..chart and live data are easily accessible. Thanks for upstox team.,in.upstox.pro,18/03/21
1792,Good,5,Good,in.upstox.pro,18/03/21
1793,One of the best trading app on play store.,5,One of the best trading app on play store.,in.upstox.pro,18/03/21
1794,"I Love this app it's very Good app and Trading is very easy, Trading business is my dream business this app give me a opportunity here and this is my future.",5,I love this app. It's very good app and trading is very easy. Trading business is my dream business. This app give me a opportunity here and this is my future.,in.upstox.pro,18/03/21
1795,Nice trading app,5,Nice trading app.,in.upstox.pro,18/03/21
1796,I had a great experience with upstox.. But sometime the app stop working... Do something for that,4,I had a great experience with upstox.,in.upstox.pro,18/03/21
1797,Its a good app.,5,It's a good app.,in.upstox.pro,18/03/21
1798,Very nice helping app,5,Very nice helping app.,in.upstox.pro,18/03/21
1799,"Excellent for beginner,",5,Excellent for beginner.,in.upstox.pro,18/03/21
1800,Good,5,Good,in.upstox.pro,18/03/21
1801,Awesome application for investment,5,Awesome Application for Investment,in.upstox.pro,18/03/21
1802,Upstox become a very excellent trade app...,5,Upstox become a very excellent trade app...,in.upstox.pro,18/03/21
1803,👌👌👌👌👌,5,,in.upstox.pro,18/03/21
1804,Nice service,5,Nice service.,in.upstox.pro,18/03/21
1805,Good,5,Good,in.upstox.pro,18/03/21
1806,Owesome,5,Owesome -,in.upstox.pro,18/03/21
1807,I am so happy using this app,5,I am so happy using this app.,in.upstox.pro,18/03/21
1808,All good...bt 2 sugstion No1 SHOW TOP GANEER AND LOSSER ON UR HOME PAGE NO2 GIVE SOME DETLS ABOUT COMPNY....,5,All good...bt 2 - Suggestion No1 Show Top Gunner and Losser on Ur Home Page No2 Give some delts about Company....,in.upstox.pro,18/03/21
1809,Excellent 👌,5,Excellent,in.upstox.pro,18/03/21
1810,User friendly application....great👍,5,User friendly application....great,in.upstox.pro,18/03/21
1811,This is a good app we can trade easily,5,This is a good app we can trade easily.,in.upstox.pro,18/03/21
1812,Good app,5,Good app.,in.upstox.pro,18/03/21
1813,"Upstox मे ucc 👉K B 0 5 2 2 डाले & bonus पाये। Really, amazing. App works well as it should. BE CAREFUL WITH ONEDRIVE! The save function doesn't work correctly! Sometimes it will overwrite automatically with autosave disabled, I have had templates ruined by overwriting spreadsheets that have been filled out, leading to manually having to reset everything. Sometimes trying to attach a spreadsheet will attach an older version. Always save a copy on your device and double check your attachments.",4,"Upstox  ucc k b 0 -5 -2   & bonus  Really amazing. App works well as it should. Be careful with onedrive!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,",in.upstox.pro,18/03/21
1814,Good trading app,5,Good trading app.,in.upstox.pro,18/03/21
1815,Excellent,5,Excellent.,in.upstox.pro,18/03/21
1816,Good app! Square off time should be around 3:15 pm,4,Good app! Square off time should be around 3:15 pm.,in.upstox.pro,18/03/21
1817,Good,5,Good,in.upstox.pro,18/03/21
1818,Its good,5,It's good.,in.upstox.pro,18/03/21
1819,"ID 367804, This app can more easily operate and very helpful and also have great team and totally you made super.good but if it's possible to add BO, CNC, live margin calculator both equity and F&O in the upstox trading app, it's better to help so many traders,other than this features overal good.",5,"ID 367804; this app can more easily operate and very helpful and also have great team and totally you made super.good, but if it's possible to add Bo, CNC, Live margin calculator, Equity and F&O in the Upspox trading app, it's better to help so many traders,other than this features overal good.",in.upstox.pro,18/03/21
1820,Good,5,Good,in.upstox.pro,18/03/21
1821,"Good experience with this app, carry on....",5,"Good experience with this app, carry on....",in.upstox.pro,18/03/21
1822,Great experience,5,Great experience.,in.upstox.pro,18/03/21
1823,Nice app,5,Nice app.,in.upstox.pro,18/03/21
1824,Nice,4,Nice.,in.upstox.pro,18/03/21
1825,"Nice app for trading and Customer service is very good, app get crash when market get rush hope u can solve it soon... Hope we get your own platform for applying in IPO..",5,"Nice app for trading and customer service is very good, app get crash when market get rush hope u can solve it soon... Hope we get your own platform for applying in IPO.",in.upstox.pro,18/03/21
1826,Great app for share marketing,5,Great app for share marketing.,in.upstox.pro,18/03/21
1827,Great,5,Great.,in.upstox.pro,18/03/21
1828,Good,5,Good,in.upstox.pro,18/03/21
1829,Good,5,Good,in.upstox.pro,18/03/21
1830,Great application,5,Great application.,in.upstox.pro,18/03/21
1831,I think this is one of the best game in world now my score is +10000 I am the legend one of this game and thank you for giving this game.😘😘😘 I love this game,5,"I think this is one of the best game in world, now my score is ++10000, I am the legend one of this game and thank you for giving this game.",com.halfbrick.jetpackjoyride,18/03/21
1832,Very nice,5,Very nice.,com.halfbrick.jetpackjoyride,18/03/21
1833,I love this game so much!!!explore adventure s on a jetpack!!👍I got 13790 coins!! It's so fun!!!!!!😁🤗😋nothing is wrong with this game to me!! 5 stars definitely!!so cool👌👌,5,I love this game so much!!!&explore adventure s on a jetpack!!I got 13790 coins!! It's so fun!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,com.halfbrick.jetpackjoyride,18/03/21
1834,"Pushes a bit hard w/the addict incentives to play a bunch DAILY. Dropped this for years, came back on a new device, and most of what I unlocked was gone, in spite of using my ID. And now those things have a price tag attached, so incentive has dropped. Love the look, most costumes, new vehicles, movie themes, and the choice to undo seasonal themes and play Classic. It's way harder to get as far as years ago...",3,"Pushes a bit hard w//the addict incentives to play a bunch daily. Dropped this for years came back on a new device, and most of what I unlocked was gone, in spite of using my ID.",com.halfbrick.jetpackjoyride,18/03/21
1835,"Game's great but after trying skipping a mission by watching an ad and it had an error, Barry's gear, Barry himself, the zappers, the missiles and the moving background behind the thing where it shows you what vehicles you got are missing. Like missing pictures and it will get replaced by something else and why is there a running android on the missing textures?",4,"Game's great, but after trying skipping a mission by watching an ad and it had an error, Barry himself, the zappers, the missiles, and the moving background behind the thing where it shows you what vehicles you got are missing. Like missing pictures, and it will get replaced by something else, and why is there a running android on the missing textures?",com.halfbrick.jetpackjoyride,18/03/21
1836,Its a great game its an og and it always will be,5,"It's a great game, it's an og, and it always will be.",com.halfbrick.jetpackjoyride,18/03/21
1837,"It's jetpack joyride, I've loved it ever since it came out",5,"It's jetpack joyride, I've loved it ever since it came out.",com.halfbrick.jetpackjoyride,18/03/21
1838,Chease,5,Chease -,com.halfbrick.jetpackjoyride,18/03/21
1839,i got awasome memories with this game in my childhood,5,I got some memories with this game in my childhood.,com.halfbrick.jetpackjoyride,18/03/21
1840,Love this game,5,Love this game.,com.halfbrick.jetpackjoyride,18/03/21
1841,I dont actually play this game but I did back then. My childhood was this and its just sad seing my fav game b4 getting alot of bad feedbacks and bugs and ads like that. Back in the days it was chill. Please this game is so nostalgic and I hope the devs never get hungry for money by promoting ads. I know ads are needed by them but not too much tho. I hope u guys read this this game is a magicccc,5,"I dont actually play this game, but I did back then. My childhood was this and it's just sad sing my fav game b4 getting lots of bad feedbacks and bugs and ads like that. Back in the days it was chill. Please this game is so nostalgic and I hope the devs never get hungry for money by advertising ads. I know ads are needed by them but not too much tho. I hope U guys read this. This game is a magicccc.",com.halfbrick.jetpackjoyride,18/03/21
1842,I love the game. I've been playing since 2013 and I got a phone and this was the first downloaded app. Keep up the work!,5,I love the game. I've been playing since 2013 and I got a phone and this was the first downloaded app.,com.halfbrick.jetpackjoyride,18/03/21
1843,Very fun game to play,5,Very fun game to play.,com.halfbrick.jetpackjoyride,18/03/21
1844,Long time no see ! I love this game and keep playing on it but when i uninstall it all went BAD i missed u now im gonna play it again,5,Long time no see!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 'I'll play it again.,com.halfbrick.jetpackjoyride,18/03/21
1845,Really a nice game. I remember playing this game many years back when I was younger. This game was one of my favourites. Now I am downloading this game again to feel the nostalgia. (. ❛ ᴗ ❛.),5,Really a nice game. I remember playing this game many years back when I was younger. This game was one of my favourites. Now I am downloading this game again to feel the nostalgia.,com.halfbrick.jetpackjoyride,18/03/21
1846,I'd give it 6 stars but it only goes up to 5,5,"I'd give it 6 stars, but it only goes up to 5'.",com.halfbrick.jetpackjoyride,18/03/21
1847,IM ON A ROBOT BIRD THATS SHOOTS MONEY!,5,I'm on a robot bird that's shoots money!,com.halfbrick.jetpackjoyride,18/03/21
1848,Schweeet,5,Schweett,com.halfbrick.jetpackjoyride,18/03/21
1849,Owen is a dumb brother,5,Owen is a dumb brother.,com.halfbrick.jetpackjoyride,17/03/21
1850,"It was a great game until I got a new phone and even with backup active selected the game still dumped all my progress and I have to start at the beginning again. No chance of that happening, I'll go play something else instead.",1,"It was a great game until I got a new phone and even with backup active selected, the game still dumped all my progress and I have to start at the beginning again. No chance of that happening, I'll go play something else instead.",com.halfbrick.jetpackjoyride,17/03/21
1851,Excellent and easy to use,5,Excellent and easy to use.,com.popularapp.periodcalendar,18/03/21
1852,ive been using this app since 2014 i think...and im tracking my cycle since then. very accurate. 👍,5,"I've been using this app since 2014, i think...and im tracking my cycle since then. Very accurate.",com.popularapp.periodcalendar,18/03/21
1853,Good and helpful apps,5,Good and helpful apps.,com.popularapp.periodcalendar,18/03/21
1854,Very useful...,5,Very useful...,com.popularapp.periodcalendar,18/03/21
1855,Good App🤗,5,Good App,com.popularapp.periodcalendar,18/03/21
1856,Great,5,Great.,com.popularapp.periodcalendar,18/03/21
1857,"I like the app however, I don't like that accounts will be deleted with out warning and that u have to 18+ to use adult. I feel that kids should be able to ask questions on adult because teens don't know anything and may cause more harm then good. I understand deleting post but not accounts. I personally don't trust kids my age and I'm close to being an adult at 17, and would like to be able to post questions and topics in the adult area.",3,"I like the app, but I don't like that accounts will be deleted with out warning and that u have to 18++ to use adult.",com.popularapp.periodcalendar,18/03/21
1858,Would most definitely recommend this app is so accurate,5,Would most definitely recommend this app is so accurate.,com.popularapp.periodcalendar,18/03/21
1859,"This was an amazing app and I used to love this app. Previously I only had to click once on ""period starts"" and once again on the day when my period ends. Now with the update, it is different. After I click on ""period starts"", it chooses the dates for me which I then have to manually deselect the dates. Is there a way for me to go back to the previous design which required fewer clicks? Or at least make this updated design optional?",3,"This was an amazing app, and I used to love this app. Previously I only had to click once on ""period starts"" and once again on the day when my period ends. Now with the update, it is different. After I click on ""period starts"", it chooses the dates for me which I then have to manually select the dates.",com.popularapp.periodcalendar,18/03/21
1860,I love this app😍😘💕,5,I love this app.,com.popularapp.periodcalendar,18/03/21
1861,It works well for what I need it for.,5,It works well for what I need it for.,com.popularapp.periodcalendar,18/03/21
1862,I switch devices and all my data are lost no option for choosing the account different from Google...I will not use this app anymore. Very disappointed,1,"I switch devices and all my data are lost, no option for choosing the account different from Google...I will not use this app anymore.",com.popularapp.periodcalendar,18/03/21
1863,Great! It is accurate.,5,Great!,com.popularapp.periodcalendar,18/03/21
1864,Loved it,5,Loved it.,com.popularapp.periodcalendar,18/03/21
1865,Good,5,Good,com.popularapp.periodcalendar,18/03/21
1866,Love it! Dont know if I can live without this app.,5,Love it! Don't know if I can live without this app.,com.popularapp.periodcalendar,18/03/21
1867,Keeps everything at one place... using it from many years,5,Keeps everything at one place... using it from many years.,com.popularapp.periodcalendar,18/03/21
1868,"Greatbapp.. My cycle is ususally irregular, but it seems to track it pretty good.",5,"Greatbapp.com: My cycle is ususally irregular, but it seems to track it pretty good.",com.popularapp.periodcalendar,18/03/21
1869,Really good app!,5,Really good app!,com.popularapp.periodcalendar,18/03/21
1870,It's a great app...I love it. ...,5,It's a great app...I love it....,com.popularapp.periodcalendar,18/03/21
1871,"Great app, you can use it to the full or just for basic date information",5,"Great app, you can use it to the full or just for basic date information.",com.popularapp.periodcalendar,18/03/21
1872,Nice app..very helpful,5,Nice app.,com.popularapp.periodcalendar,18/03/21
1873,Very easy to use,5,Very easy to use.,com.popularapp.periodcalendar,18/03/21
1874,Its a grate app,5,It's a grate app.,com.popularapp.periodcalendar,18/03/21
1875,"Very efficient, easy to use. Been using this app for the last 5years. I still love it and use it to date",5,"Very efficient, easy to use. Been using this app for the last 5 years.",com.popularapp.periodcalendar,18/03/21
1876,Its good,5,It's good.,com.popularapp.periodcalendar,18/03/21
1877,Iam using this app for years. Dont know when i started also. But thanks to this app for alerting me to be healthy.,5,Iam using this app for years. Don't know when I started also. But thanks to this app for alerting me to be healthy.,com.popularapp.periodcalendar,18/03/21
1878,Easy to you.,5,Easy to you.,com.popularapp.periodcalendar,18/03/21
1879,Wonderful 🥰,5,Wonderful,com.popularapp.periodcalendar,18/03/21
1880,I always recommend it.,5,I always recommend it.,com.popularapp.periodcalendar,18/03/21
1881,It's very good to use i love the app,5,It's very good to use i love the app.,com.popularapp.periodcalendar,18/03/21
1882,Absolutely 🤗 waguan,5,Absolutely.,com.popularapp.periodcalendar,18/03/21
1883,Good,4,Good,com.popularapp.periodcalendar,18/03/21
1884,Best,5,Best,com.popularapp.periodcalendar,18/03/21
1885,Easy to navigate! It helps me keep up with my menstral cycle. Great tool to have.,5,Easy to navigate! It helps me keep up with my menstrual cycle.,com.popularapp.periodcalendar,18/03/21
1886,As expected...,5,As expected...,com.popularapp.periodcalendar,18/03/21
1887,Save and onest,5,Save and Onest.,com.popularapp.periodcalendar,18/03/21
1888,It's pretty good 🤭,4,It's pretty good.,com.popularapp.periodcalendar,18/03/21
1889,The app doesn't give the actual dates of when the periods start and end but it's prediction are great and correct.i like this app 👍,4,"The app doesn't give the actual dates of when the periods start and end, but it's prediction are great and correct.",com.popularapp.periodcalendar,18/03/21
1890,I'm surprise that i haven't rate this app despite the fact that i have been using it for the past 4years. So bad of me. I have enjoyed every bit of this app. It's perfect and i haven't had any reason to stop using it. It's acurate for me and i don't see myself not using it for as long as long is. I love it and thanks to the creators.,5,"I'm surprised that I haven't rate this app, despite the fact that i have been using it for the past 4 years. So bad of me. I have enjoyed every bit of this app. It's perfect and i haven't had any reason to stop using it. It's acurate for me, and I don't see myself not using it for as long as long is. I love it and thanks to the creators.",com.popularapp.periodcalendar,18/03/21
1891,It's easy to use nd track all ur record.,5,It's easy to use nd track all ur record.,com.popularapp.periodcalendar,18/03/21
1892,very good app,5,Very good app.,com.popularapp.periodcalendar,18/03/21
1893,Very good 👍,5,Very good,com.popularapp.periodcalendar,18/03/21
1894,Super,5,Super,com.popularapp.periodcalendar,18/03/21
1895,Easy to use and manage really like this app,5,Easy to use and manage really like this app.,com.popularapp.periodcalendar,18/03/21
1896,Best app remembers when I'm gonna have my period and I love it,5,Best app remembers when I'm going to have my period and I love it.,com.popularapp.periodcalendar,18/03/21
1897,Very good used it to for 4 years.. Never disappoints,5,Very good used it to for 4 years.,com.popularapp.periodcalendar,18/03/21
1898,good apps,5,Good apps.,com.popularapp.periodcalendar,18/03/21
1899,I've been using this app for years and I love it,5,I've been using this app for years and I love it.,com.popularapp.periodcalendar,18/03/21
1900,I love this app it helps me a lot ❤️❤️❤️❤️❤️,5,"I love this app, it helps me a lot.",com.popularapp.periodcalendar,18/03/21
1901,Best apps ever😍,5,Best apps ever.,com.popularapp.periodcalendar,18/03/21
1902,"Is was exacty what i needed The fact that it tracks my ovulation too is super fantatic ,and even my pregnacy weeks",5,"Is was exacty what I needed, the fact that it tracks my ovulation too is super fantatic, and even my prey weeks.",com.popularapp.periodcalendar,18/03/21
1903,I recommend this App to my girl friend and it has never disappointed her.,5,"I recommend this app to my girl friend, and it has never disappointed her.",com.popularapp.periodcalendar,18/03/21
1904,Easy,5,Easy,com.popularapp.periodcalendar,18/03/21
1905,I loved this app is pretty aquarate even when I switched to my regnancy mode..,5,I loved this app is pretty aquarate even when I switched to my regnancy mode.,com.popularapp.periodcalendar,18/03/21
1906,Good ☺️ application,5,Good  Application.,com.popularapp.periodcalendar,18/03/21
1907,Accuracy,5,Accuracy,com.popularapp.periodcalendar,18/03/21
1908,very useful 👍,5,Very useful,com.popularapp.periodcalendar,18/03/21
1909,So helpful,5,So helpful.,com.popularapp.periodcalendar,18/03/21
1910,This app really helps me...so i rate it 5 star😊😊😊,5,This app really helps me...so I rate it 5 star.,com.popularapp.periodcalendar,18/03/21
1911,Great!,5,Great!,com.popularapp.periodcalendar,18/03/21
